"CD31_young" "CD31_young.1" "CD31_young.2" "CD31_young.3" "E_young" "E_young.1" "E_young.2" "E_young.3" "G_young" "G_young.1" "G_young.2" "G_young.3" "PG_young" "PG_young.1" "PGE_young" "PGE_young.1" "PGE_young.2"
"1700030J22Rik" 0 0 0 0 0 0 1 6 0 0 0 0 13 0 29 0 0
"1700030K09Rik" 1 0 3 47 635 246 314 212 25 112 14 162 134 349 566 173 180
"1700030L20Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700030M09Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700030N03Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700030O20Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700031A10Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700031F05Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700031M16Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700031P21Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700034E13Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700034F02Rik" 0 0 0 5 121 35 117 235 166 158 0 186 0 0 75 0 95
"1700034G24Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700034H15Rik" 67 562 180 3 0 1 0 0 0 0 0 0 0 0 0 0 0
"1700034I23Rik" 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0
"1700034J05Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700034K08Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700034O15Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700034P13Rik" 0 0 0 0 0 81 45 0 0 0 0 0 85 0 69 0 44
"1700036G14Rik" 0 5 47 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700037C18Rik" 0 300 0 0 0 0 47 10 0 0 0 0 50 0 0 0 53
"1700037H04Rik" 784 994 37 95 3550 3102 3640 3623 314 585 29 458 520 50 5720 5659 4550
"1700039E15Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700039E22Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700040L02Rik" 0 0 0 0 0 0 82 0 0 0 0 0 5 0 0 0 0
"1700040N02Rik" 13 0 16 0 0 1 0 0 316 293 127 95 205 10 3 0 0
"1700041C23Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700041M19Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700042B14Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700042G07Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700042G15Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700042O10Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700044C05Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700044K03Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700045H11Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700045I19Rik" 0 0 0 0 0 0 49 0 0 0 1 0 0 0 0 0 0
"1700046C09Rik" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"1700047E10Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"1700047G03Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700047I17Rik2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700047L14Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700047M11Rik" 0 5 0 0 9 65 0 54 446 162 664 365 975 231 2 101 45
"1700048M11Rik" 0 0 0 0 0 0 0 0 29 0 33 0 0 0 0 0 0
"1700048O20Rik" 0 886 0 0 851 814 538 458 96 2 123 673 641 463 801 1277 877
"1700049E15Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700049E22Rik" 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700049G17Rik" 1 21 0 2 191 82 206 187 500 622 616 1102 379 383 237 6 184
"1700049L16Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700051A21Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700052I22Rik" 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0
"1700052K11Rik" 0 74 10 9 13 117 0 8 127 0 0 0 20 1 136 6 67
"1700052N19Rik" 14 290 4 632 194 516 355 462 138 312 34 264 76 0 505 942 651
"1700054A03Rik" 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700054K19Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700054M17Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700054O13Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700055C04Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700055N04Rik" 0 0 20 7 0 0 0 0 0 0 0 0 7 0 0 0 0
"1700056E22Rik" 0 0 0 3 0 0 1 0 0 0 0 0 0 0 0 0 3
"1700057G04Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700057H15Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700058G18Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700060C16Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700060C20Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700061F12Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700061G19Rik" 7 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700061I17Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700063A18Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700063D05Rik" 0 0 0 4 0 1 0 0 0 0 0 0 10 0 1 0 0
"1700063O14Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700064J06Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700064M15Rik" 0 0 0 0 0 0 0 0 0 0 0 36 0 194 0 0 0
"1700065D16Rik" 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700065I16Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700065I17Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0
"1700065J11Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700065J18Rik" 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0
"1700065O20Rik" 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0
"1700066B17Rik" 0 0 0 0 0 28 0 53 0 0 0 0 0 0 0 0 15
"1700066B19Rik" 0 0 0 0 0 0 0 17 90 44 55 0 138 121 0 0 25
"1700066J24Rik" 0 0 0 8 0 0 4 0 0 0 0 1 84 0 0 0 0
"1700066M21Rik" 2 628 0 17 42 60 206 219 62 700 835 57 281 1 109 273 224
"1700066N21Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700066O22Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700067G17Rik" 75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700067K01Rik" 0 0 0 0 0 21 0 0 0 0 0 42 0 0 0 0 21
"1700067P10Rik" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700069L16Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700069P05Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700071K01Rik" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"1700071M16Rik" 0 0 0 0 0 0 0 0 104 0 0 1 0 0 0 0 0
"1700072B07Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700072O05Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700073E17Rik" 218 330 206 9 0 0 0 0 0 0 0 0 0 0 17 0 0
"1700074H08Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700074P13Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700080E11Rik" 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700080N15Rik" 6 0 0 0 0 0 14 0 429 709 77 146 113 10 0 0 0
"1700080O16Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700081H04Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700081H22Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700084C01Rik" 4 2 4 5 544 108 142 70 1869 1173 572 2027 1220 1534 291 178 205
"1700084E18Rik" 0 52 0 0 0 5 123 41 30 32 0 0 24 0 36 14 65
"1700084F23Rik" 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 9
"1700084J12Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 31
"1700085B03Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700085C21Rik" 13 0 0 0 3 0 0 0 0 0 0 0 51 0 0 0 0
"1700086L19Rik" 0 2 0 7 0 128 71 324 137 178 254 426 0 10 393 296 65
"1700086O06Rik" 1 1 513 1 398 609 219 593 51 465 52 245 41 53 643 304 592
"1700088E04Rik" 0 0 0 0 127 66 9 26 115 17 110 23 45 0 49 0 21
"1700091E21Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700091H14Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700092C02Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700092C10Rik" 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700092E19Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700092K14Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700092M07Rik" 0 0 0 0 0 34 11 0 0 0 1 0 0 0 0 66 0
"1700093K21Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700094D03Rik" 334 2 7 2 62 207 220 457 327 662 276 568 364 283 259 591 168
"1700094J05Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700094M24Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700095A21Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700095B10Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700095B22Rik" 0 92 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700096J18Rik" 0 0 0 8 0 0 0 0 0 0 0 0 12 0 0 0 0
"1700096K18Rik" 0 0 0 0 0 132 30 87 3 64 139 0 1 19 28 3 17
"1700097N02Rik" 609 589 66 260 0 49 57 21 0 0 0 0 0 0 64 89 54
"1700100L14Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700101E01Rik" 0 0 0 4 0 0 1 0 0 0 0 0 0 0 0 0 0
"1700101I11Rik" 0 0 0 0 0 33 0 43 0 0 0 0 0 0 0 0 96
"1700101O22Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700102H20Rik" 322 0 0 2 144 322 210 123 0 94 102 57 88 372 191 229 283
"1700102P08Rik" 1 0 0 0 0 61 0 0 58 0 0 1 5 134 1 0 108
"1700104A03Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0
"1700105P06Rik" 0 0 0 0 0 53 0 53 29 1 0 0 0 0 0 24 10
"1700106J16Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700108F19Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26 0 0
"1700108J01Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700109F18Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0
"1700109G14Rik" 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0
"1700109G15Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700109H08Rik" 0 0 0 0 0 7 11 0 12 46 0 54 5 13 1 0 19
"1700109I08Rik" 0 0 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700110C19Rik" 0 0 0 0 0 0 0 0 42 93 0 0 0 0 0 0 39
"1700110I01Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700110K17Rik" 1 0 0 0 0 0 0 0 0 14 0 0 0 30 5 0 0
"1700110M21Rik" 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700111N16Rik" 0 0 0 13 0 0 0 0 0 1 0 0 0 0 0 0 0
"1700112E06Rik" 0 4 0 0 17 98 20 0 0 0 0 148 94 77 2 165 124
"1700112H15Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700112J05Rik" 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0
"1700113A16Rik" 265 1183 402 358 1160 1139 482 874 1731 520 1036 1048 1016 1091 970 1420 1817
"1700113H08Rik" 0 0 0 0 0 84 85 37 41 1 0 1 0 0 62 88 85
"1700119H24Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700120C14Rik" 0 0 0 0 45 0 16 17 0 0 0 0 75 0 4 0 33
"1700120E14Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700120G07Rik" 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700120K04Rik" 0 0 0 20 0 0 0 6 0 0 0 0 0 0 0 0 41
"1700121L16Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700121N20Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700122O11Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700123I01Rik" 213 0 0 0 0 0 0 61 0 41 0 0 0 0 0 0 0
"1700123K08Rik" 0 0 0 0 0 12 0 48 6 0 0 0 0 0 0 0 3
"1700123L14Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700123M08Rik" 318 0 574 0 133 467 313 242 4 5 48 0 370 164 525 412 634
"1700123O12Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700123O20Rik" 6055 3626 666 845 2954 5721 5090 4150 1819 3722 2797 2111 1845 1779 5187 5227 6001
"1700123O21Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700125G02Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700125G22Rik" 0 0 0 0 0 0 0 0 0 0 0 143 0 0 0 0 0
"1700125H03Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700125H20Rik" 31 0 0 0 0 0 0 7 3 0 0 0 0 0 0 64 0
"1700126H18Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700128A07Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700128F08Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1700129C05Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1810006J02Rik" 0 0 347 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1810007C17Rik" 0 0 0 13 3 0 0 0 0 0 8 0 0 0 0 0 0
"1810007D17Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1810007I06Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1810008I18Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1810009A15Rik" 5184 4613 4833 3139 12872 14290 11146 9148 2376 1481 1438 1916 1620 1455 12439 14847 13660
"1810009J06Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1810010D01Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10
"1810010H24Rik" 0 0 3 0 231 136 50 159 740 634 41 496 945 843 111 0 108
"1810011H11Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1810011O10Rik" 2532 67 3645 1331 0 0 0 0 0 0 0 0 0 0 0 0 126
"1810012K16Rik" 0 0 0 0 0 0 0 0 80 2 0 0 0 13 7 0 28
"1810013A23Rik" 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0
"1810013D10Rik" 3414 1677 252 973 5915 6147 4329 5044 3880 4201 3772 2963 6613 2642 6641 3256 6915
"1810013L24Rik" 1722 1819 3225 1620 781 976 2169 2684 7736 6385 5960 10406 8339 3253 1333 1853 1454
"1810014B01Rik" 523 74 32 92 554 776 593 520 969 489 771 579 1035 618 660 777 907
"1810018F18Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1810019D21Rik" 0 39 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1810019J16Rik" 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
"1810020O05Rik" 0 0 0 0 0 0 0 0 143 0 0 0 0 0 0 0 0
"1810021B22Rik" 7 1 0 0 146 119 94 59 501 16 2 0 266 213 140 184 38
"1810022K09Rik" 2895 4460 2184 2159 5843 9885 6283 4899 3438 3936 2824 3133 3757 2294 6692 6880 7036
"1810024B03Rik" 0 1 35 10 20 79 45 35 43 100 0 34 54 0 264 59 60
"1810026B05Rik" 2769 1652 1655 919 770 1205 1676 1214 2879 4193 917 4043 3855 1603 1156 977 1841
"1810026J23Rik" 528 311 20 888 309 435 320 755 297 609 296 1157 573 544 911 391 426
"1810030O07Rik" 401 1423 439 1485 951 646 1648 1136 739 1481 91 628 871 400 678 1246 617
"1810032O08Rik" 122 387 1167 15 1605 1214 1666 1256 1256 771 385 859 222 443 1606 2199 1274
"1810033B17Rik" 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1810034E14Rik" 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0
"1810035I16Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 7
"1810037I17Rik" 14762 26469 17224 15500 13629 17225 12514 11069 8361 7358 4838 8697 9286 7986 15458 14868 16997
"1810041L15Rik" 0 0 1 0 12 58 8 113 2010 133 0 418 20 337 46 36 24
"1810043G02Rik" 1573 370 0 48 780 549 510 443 268 616 383 254 465 324 532 948 592
"1810043H04Rik" 625 2 919 57 91 127 1226 590 919 340 543 213 661 255 1379 1142 498
"1810044D09Rik" 18 1 0 203 98 328 310 274 87 85 0 66 180 11 266 299 399
"1810046K07Rik" 0 0 218 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1810053B23Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1810055G02Rik" 158 0 413 0 637 179 438 405 309 132 526 1 19 30 278 1228 404
"1810058I24Rik" 6970 5192 3870 5365 3907 8007 7447 5287 4007 3705 4681 1778 3922 2247 7811 12160 9789
"1810062G17Rik" 0 0 774 0 0 0 0 0 0 0 0 0 0 0 0 0 4
"1810062O18Rik" 0 2 0 0 0 14 11 29 0 74 0 0 0 0 25 0 3
"1810064F22Rik" 0 0 0 0 0 1 0 1 0 0 1 0 3 0 0 0 0
"1810065E05Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2010001E11Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2010001M06Rik" 0 0 0 2 0 0 0 1 37 0 0 34 78 13 0 90 6
"2010002M12Rik" 28 0 56 3 0 0 0 0 0 0 0 4 0 0 0 0 0
"2010003K11Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2010003O02Rik" 488 461 838 230 215 764 692 289 302 350 245 187 281 173 476 630 422
"2010005H15Rik" 0 0 0 0 0 0 0 0 0 19 0 0 0 0 0 0 0
"2010009K17Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2010010A06Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2010012O05Rik" 1252 1469 1273 1304 1764 2920 1897 2570 1949 2286 1523 2233 2098 1258 2565 2226 2835
"2010015L04Rik" 11 0 0 1 0 18 19 5 8 500 204 547 508 194 159 91 112
"2010016I18Rik" 0 31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2010106C02Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2010106E10Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2010107E04Rik" 3217 7400 3808 2370 10359 16229 11130 7628 4018 4564 3759 2913 5003 2957 9845 10127 10502
"2010107G12Rik" 0 0 0 0 0 0 0 0 0 32 0 0 0 0 0 20 4
"2010107G23Rik" 0 0 0 0 0 26 0 0 94 42 0 0 0 0 0 0 0
"2010109A12Rik" 0 0 0 6 0 30 23 29 0 60 0 0 0 0 22 78 6
"2010109I03Rik" 17 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
"2010111I01Rik" 236 451 753 859 0 64 45 101 26 16 0 186 26 0 81 17 72
"2010204K13Rik" 0 1 0 0 48 342 173 157 0 21 1 0 31 2 261 192 326
"2010300C02Rik" 0 0 340 0 0 0 0 0 0 41 0 0 0 0 0 0 0
"2010308F09Rik" 0 0 0 6 0 52 0 0 102 0 22 0 0 0 58 0 48
"2010310C07Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2010315B03Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2010320M18Rik" 484 135 885 562 2312 2394 1727 1344 2032 1501 1035 1574 1495 1646 2123 1390 2690
"2200002D01Rik" 216 13 186 166 0 0 0 0 0 0 0 0 0 0 0 0 0
"2200002J24Rik" 0 0 0 0 110 0 0 0 0 0 0 0 0 0 0 0 0
"2210010C04Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2210013O21Rik" 5335 7063 5592 4194 1714 3380 3647 2334 1594 911 2461 1101 1554 1145 2730 4178 2735
"2210015D19Rik" 849 433 2 891 1032 1933 2162 1687 594 328 586 620 480 453 1897 1255 2024
"2210016F16Rik" 0 0 0 0 549 85 38 121 4 53 66 145 199 0 126 359 65
"2210016L21Rik" 256 51 289 773 597 620 384 370 249 521 596 162 1558 413 1032 624 542
"2210018M11Rik" 20 2183 1666 858 1778 929 1361 1441 1521 1369 402 1029 871 705 1231 1525 1352
"2210019I11Rik" 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2210039B01Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2210404J11Rik" 1 354 113 248 590 175 249 326 351 115 568 1380 129 493 539 208 274
"2210404O07Rik" 114 0 0 0 0 62 0 0 0 133 377 0 0 0 124 1 47
"2210404O09Rik" 0 1 0 221 268 202 350 424 25 31 384 594 212 9 315 333 185
"2210407C18Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2210408F21Rik" 0 159 1 381 0 0 0 0 344 411 259 835 221 157 0 0 41
"2210408I21Rik" 1 828 529 198 451 383 606 858 326 1077 452 391 950 280 342 268 1309
"2210409D07Rik" 0 0 0 0 0 135 76 123 27 0 0 0 0 0 86 0 65
"2210409E12Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2210414B05Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2210416O15Rik" 0 0 0 0 0 46 0 0 96 135 0 0 1 0 0 0 4
"2210417A02Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2210417K05Rik" 670 417 0 0 0 81 65 25 100 60 0 241 113 226 141 32 103
"2210420H20Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2300002M23Rik" 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0
"2300003K06Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2300005B03Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2300009A05Rik" 2 57 37 101 231 260 236 138 92 265 539 190 389 186 225 232 155
"2310001H17Rik" 1589 351 2 71 0 0 0 0 0 0 0 0 0 0 0 0 0
"2310001K24Rik" 0 0 0 0 0 0 2 0 0 49 0 0 0 0 0 0 0
"2310002D06Rik" 0 0 0 0 0 0 0 0 0 0 0 27 0 64 0 0 0
"2310002F09Rik" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"2310002J15Rik" 6 50 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
"2310002L09Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2310003H01Rik" 150 0 498 0 163 240 282 115 132 39 98 585 19 8 490 197 349
"2310005A03Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2310005E17Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2310005G13Rik" 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
"2310007B03Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2310007L24Rik" 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0
"2310008H04Rik" 202 855 0 377 297 572 542 621 405 241 93 594 198 66 434 262 824
"2310008H09Rik" 1390 1757 1245 1824 1529 1722 1632 1565 652 557 155 1003 1950 895 1309 1581 1330
"2310008N11Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2310009A05Rik" 2017 2169 1072 365 2297 3052 2516 1984 797 1731 645 484 1048 778 2714 1963 3692
"2310009B15Rik" 0 0 63 42 68 156 323 346 138 183 68 321 403 11 495 86 84
"2310010J17Rik" 42 39 522 65 68 150 78 27 92 109 117 55 233 166 112 3 50
"2310010M20Rik" 0 1 11 0 0 0 0 0 14 0 0 0 0 0 0 0 0
"2310011J03Rik" 329 94 200 391 1415 747 357 363 154 197 206 58 276 501 642 489 641
"2310014F07Rik" 0 0 1 0 0 47 0 7 163 17 0 0 0 8 0 0 0
"2310014L17Rik" 0 0 0 0 0 0 6 14 0 0 0 0 1 0 0 0 0
"2310015A10Rik" 0 37 312 160 214 46 89 3 414 812 255 341 190 23 79 0 165
"2310015B20Rik" 19 0 0 0 0 0 40 17 0 0 0 0 0 0 48 2 62
"2310015D24Rik" 0 40 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2310016D03Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2310020H05Rik" 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0
"2310022A10Rik" 0 353 0 21 187 118 146 215 49 51 0 154 0 2 254 302 207
"2310022B05Rik" 771 1127 757 108 512 1630 913 788 4664 4655 3337 2201 4915 2129 1468 1260 1110
"2310030A07Rik" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
